p_initial,p_final,e_loss,x_sigma,dir_sigma,e_sigma
4.06443,4.06178,0.00265486,1.20758,0.000805051,0.000163949
4.09261,4.08995,0.00265603,1.19926,0.000799504,0.000163949
4.12098,4.11832,0.0026572,1.19099,0.000793994,0.000163949
4.14954,4.14688,0.00265838,1.18279,0.000788523,0.000163949
4.1783,4.17564,0.00265955,1.17464,0.000783089,0.000163949
4.20727,4.2046,0.00266073,1.16654,0.000777693,0.000163948
4.23643,4.23377,0.0026619,1.1585,0.000772334,0.000163948
4.2658,4.26313,0.00266307,1.15052,0.000767013,0.000163948
4.29536,4.2927,0.00266425,1.14259,0.000761728,0.000163948
4.32514,4.32247,0.00266542,1.13472,0.000756479,0.000163948
4.35512,4.35245,0.00266659,1.1269,0.000751267,0.000163948
4.38531,4.38264,0.00266776,1.11914,0.00074609,0.000163948
4.4157,4.41303,0.00266894,1.11143,0.000740949,0.000163948
4.44631,4.44364,0.00267011,1.10377,0.000735844,0.000163948
4.47713,4.47446,0.00267128,1.09616,0.000730774,0.000163948
4.50817,4.50549,0.00267245,1.08861,0.000725739,0.000163948
4.53942,4.53674,0.00267362,1.08111,0.000720739,0.000163948
4.57088,4.56821,0.00267479,1.07366,0.000715773,0.000163948
4.60257,4.59989,0.00267596,1.06626,0.000710842,0.000163948
4.63447,4.63179,0.00267713,1.05892,0.000705944,0.000163948
4.66659,4.66391,0.0026783,1.05162,0.00070108,0.000163948
4.69894,4.69626,0.00267947,1.04438,0.00069625,0.000163948
4.73151,4.72883,0.00268064,1.03718,0.000691453,0.000163948
4.76431,4.76163,0.0026818,1.03004,0.00068669,0.000163949
4.79733,4.79465,0.00268297,1.02294,0.000681959,0.000163949
4.83059,4.8279,0.00268414,1.01589,0.00067726,0.000163949
4.86407,4.86139,0.00268531,1.00889,0.000672595,0.000163949
4.89779,4.8951,0.00268647,1.00194,0.000667961,0.000163949
4.93174,4.92905,0.00268764,0.995041,0.000663359,0.000163949
4.96592,4.96323,0.00268881,0.988186,0.000658789,0.000163949
5.00035,4.99765,0.00268997,0.981378,0.000654251,0.000163949
5.03501,5.03231,0.00269114,0.974618,0.000649744,0.00016395
5.06991,5.06721,0.0026923,0.967904,0.000645268,0.00016395
5.10505,5.10236,0.00269347,0.961236,0.000640823,0.00016395
5.14044,5.13774,0.00269463,0.954614,0.000636408,0.00016395
5.17607,5.17337,0.0026958,0.948038,0.000632024,0.00016395
5.21195,5.20925,0.00269696,0.941507,0.00062767,0.00016395
5.24807,5.24538,0.00269812,0.935022,0.000623347,0.00016395
5.28445,5.28175,0.00269929,0.928581,0.000619053,0.000163951
5.32108,5.31838,0.00270045,0.922184,0.000614788,0.000163951
5.35797,5.35526,0.00270161,0.915831,0.000610553,0.000163951
5.39511,5.3924,0.00270277,0.909523,0.000606347,0.000163951
5.4325,5.4298,0.00270393,0.903258,0.000602171,0.000163951
5.47016,5.46745,0.00270509,0.897036,0.000598023,0.000163952
5.50808,5.50537,0.00270625,0.890857,0.000593903,0.000163952
5.54626,5.54355,0.00270741,0.88472,0.000589812,0.000163952
5.5847,5.58199,0.00270857,0.878626,0.00058575,0.000163952
5.62341,5.6207,0.00270973,0.872574,0.000581715,0.000163953
5.66239,5.65968,0.00271089,0.866564,0.000577708,0.000163953
5.70164,5.69893,0.00271205,0.860595,0.000573729,0.000163953
5.74116,5.73845,0.00271321,0.854667,0.000569777,0.000163953
5.78096,5.77825,0.00271437,0.84878,0.000565852,0.000163954
5.82103,5.81832,0.00271552,0.842934,0.000561955,0.000163954
5.86138,5.85866,0.00271668,0.837127,0.000558084,0.000163954
5.90201,5.89929,0.00271784,0.831362,0.00055424,0.000163954
5.94292,5.9402,0.00271899,0.825635,0.000550423,0.000163955
5.98412,5.9814,0.00272015,0.819949,0.000546631,0.000163955
6.0256,6.02287,0.0027213,0.814301,0.000542866,0.000163955
6.06736,6.06464,0.00272246,0.808692,0.000539127,0.000163955
6.10942,6.1067,0.00272361,0.803122,0.000535414,0.000163956
6.15177,6.14904,0.00272477,0.797591,0.000531726,0.000163956
6.19441,6.19168,0.00272592,0.792098,0.000528064,0.000163956
6.23735,6.23462,0.00272707,0.786642,0.000524427,0.000163957
6.28058,6.27785,0.00272823,0.781224,0.000520815,0.000163957
6.32412,6.32139,0.00272938,0.775843,0.000517228,0.000163957
6.36796,6.36522,0.00273053,0.7705,0.000513665,0.000163957
6.4121,6.40936,0.00273168,0.765193,0.000510128,0.000163958
6.45654,6.45381,0.00273283,0.759923,0.000506614,0.000163958
6.5013,6.49856,0.00273398,0.754689,0.000503125,0.000163958
6.54636,6.54363,0.00273513,0.749491,0.00049966,0.000163959
6.59174,6.589,0.00273628,0.744329,0.000496219,0.000163959
6.63743,6.63469,0.00273743,0.739203,0.000492801,0.000163959
6.68344,6.6807,0.00273858,0.734112,0.000489407,0.00016396
6.72977,6.72703,0.00273973,0.729056,0.000486036,0.00016396
6.77642,6.77367,0.00274088,0.724035,0.000482689,0.00016396
6.82339,6.82064,0.00274202,0.719049,0.000479365,0.000163961
6.87068,6.86794,0.00274317,0.714096,0.000476063,0.000163961
6.91831,6.91557,0.00274432,0.709179,0.000472785,0.000163961
6.96627,6.96352,0.00274546,0.704294,0.000469529,0.000163962
7.01455,7.01181,0.00274661,0.699444,0.000466295,0.000163962
7.06318,7.06043,0.00274776,0.694627,0.000463084,0.000163962
7.11214,7.10939,0.0027489,0.689843,0.000459895,0.000163963
7.16143,7.15868,0.00275004,0.685092,0.000456727,0.000163963
7.21107,7.20832,0.00275119,0.680374,0.000453582,0.000163963
7.26106,7.25831,0.00275233,0.675689,0.000450458,0.000163964
7.31139,7.30864,0.00275348,0.671035,0.000447356,0.000163964
7.36207,7.35932,0.00275462,0.666414,0.000444275,0.000163964
7.4131,7.41035,0.00275576,0.661825,0.000441216,0.000163965
7.46449,7.46173,0.0027569,0.657267,0.000438177,0.000163965
7.51623,7.51347,0.00275805,0.652741,0.00043516,0.000163966
7.56833,7.56557,0.00275919,0.648246,0.000432163,0.000163966
7.62079,7.61803,0.00276033,0.643781,0.000429187,0.000163966
7.67361,7.67085,0.00276147,0.639348,0.000426231,0.000163967
7.72681,7.72404,0.00276261,0.634945,0.000423296,0.000163967
7.78037,7.7776,0.00276375,0.630573,0.000420381,0.000163967
7.8343,7.83153,0.00276489,0.62623,0.000417486,0.000163968
7.8886,7.88583,0.00276603,0.621918,0.000414611,0.000163968
7.94328,7.94051,0.00276716,0.617635,0.000411756,0.000163968
7.99834,7.99557,0.0027683,0.613381,0.00040892,0.000163969
8.05378,8.05101,0.0027705,0.609158,0.000406104,0.000163969
8.10961,8.10684,0.00277191,0.604963,0.000403308,0.00016397
8.16582,8.16305,0.00277332,0.600797,0.00040053,0.00016397
8.22243,8.21965,0.00277473,0.59666,0.000397772,0.00016397
8.27942,8.27665,0.00277615,0.592551,0.000395033,0.000163971
8.33681,8.33403,0.00277756,0.58847,0.000392313,0.000163971
8.3946,8.39182,0.00277898,0.584418,0.000389611,0.000163971
8.45279,8.45001,0.0027804,0.580394,0.000386928,0.000163972
8.51138,8.5086,0.00278182,0.576397,0.000384264,0.000163972
8.57038,8.56759,0.00278324,0.572428,0.000381618,0.000163973
8.62979,8.627,0.00278467,0.568486,0.00037899,0.000163973
8.6896,8.68682,0.00278609,0.564571,0.00037638,0.000163973
8.74984,8.74705,0.00278752,0.560684,0.000373788,0.000163974
8.81049,8.8077,0.00278895,0.556823,0.000371215,0.000163974
8.87156,8.86877,0.00279038,0.552989,0.000368658,0.000163974
8.93305,8.93026,0.00279181,0.549181,0.00036612,0.000163975
8.99498,8.99218,0.00279325,0.545399,0.000363599,0.000163975
9.05733,9.05453,0.00279468,0.541643,0.000361095,0.000163976
9.12011,9.11731,0.00279612,0.537914,0.000358609,0.000163976
9.18333,9.18053,0.00279756,0.53421,0.000356139,0.000163976
9.24698,9.24418,0.002799,0.530531,0.000353687,0.000163977
9.31108,9.30828,0.00280045,0.526878,0.000351251,0.000163977
9.37562,9.37282,0.00280189,0.52325,0.000348833,0.000163978
9.44061,9.43781,0.00280334,0.519647,0.000346431,0.000163978
9.50605,9.50324,0.00280479,0.516069,0.000344045,0.000163978
9.57194,9.56913,0.00280624,0.512515,0.000341676,0.000163979
9.63829,9.63548,0.00280769,0.508986,0.000339324,0.000163979
9.7051,9.70229,0.00280914,0.505481,0.000336987,0.00016398
9.77237,9.76956,0.0028106,0.502001,0.000334667,0.00016398
9.84011,9.8373,0.00281206,0.498544,0.000332362,0.000163981
9.90832,9.90551,0.00281352,0.495111,0.000330074,0.000163981
9.977,9.97419,0.00281498,0.491702,0.000327801,0.000163981
10.0462,10.0433,0.00281645,0.488316,0.000325544,0.000163982
10.1158,10.113,0.00281791,0.484954,0.000323302,0.000163982
10.1859,10.1831,0.00281938,0.481615,0.000321076,0.000163983
10.2565,10.2537,0.00282085,0.478299,0.000318865,0.000163983
10.3276,10.3248,0.00282233,0.475005,0.00031667,0.000163984
10.3992,10.3964,0.0028238,0.471735,0.000314489,0.000163984
10.4713,10.4685,0.00282528,0.468486,0.000312324,0.000163984
10.5439,10.541,0.00282676,0.465261,0.000310173,0.000163985
10.617,10.6141,0.00282824,0.462057,0.000308037,0.000163985
10.6905,10.6877,0.00282972,0.458876,0.000305916,0.000163986
10.7647,10.7618,0.00283121,0.455716,0.00030381,0.000163986
10.8393,10.8364,0.0028327,0.452578,0.000301718,0.000163987
10.9144,10.9116,0.00283419,0.449462,0.000299641,0.000163987
10.9901,10.9872,0.00283568,0.446367,0.000297578,0.000163987
11.0662,11.0634,0.00283718,0.443294,0.000295529,0.000163988
11.1429,11.1401,0.00283868,0.440241,0.000293494,0.000163988
11.2202,11.2173,0.00284018,0.43721,0.000291473,0.000163989
11.298,11.2951,0.00284168,0.4342,0.000289466,0.000163989
11.3763,11.3734,0.00284319,0.43121,0.000287473,0.00016399
11.4551,11.4523,0.00284469,0.428241,0.000285494,0.00016399
11.5345,11.5317,0.0028462,0.425293,0.000283528,0.000163991
11.6145,11.6116,0.00284772,0.422364,0.000281576,0.000163991
11.695,11.6921,0.00284923,0.419456,0.000279637,0.000163992
11.7761,11.7732,0.00285075,0.416568,0.000277711,0.000163992
11.8577,11.8548,0.00285227,0.4137,0.000275799,0.000163993
11.9399,11.937,0.00285379,0.410851,0.0002739,0.000163993
12.0226,12.0198,0.00285532,0.408023,0.000272015,0.000163994
12.106,12.1031,0.00285685,0.405213,0.000270142,0.000163994
12.1899,12.187,0.00285838,0.402423,0.000268282,0.000163995
12.2744,12.2715,0.00285991,0.399652,0.000266434,0.000163995
12.3595,12.3566,0.00286145,0.396901,0.0002646,0.000163996
12.4451,12.4423,0.00286299,0.394168,0.000262778,0.000163996
12.5314,12.5285,0.00286453,0.391454,0.000260969,0.000163997
12.6183,12.6154,0.00286608,0.388759,0.000259172,0.000163997
12.7057,12.7029,0.00286762,0.386082,0.000257388,0.000163998
12.7938,12.7909,0.00286918,0.383424,0.000255615,0.000163998
12.8825,12.8796,0.00287073,0.380784,0.000253855,0.000163999
12.9718,12.9689,0.00287229,0.378162,0.000252108,0.000163999
13.0617,13.0588,0.00287385,0.375559,0.000250372,0.000164
13.1522,13.1494,0.00287541,0.372973,0.000248648,0.000164
13.2434,13.2405,0.00287697,0.370405,0.000246936,0.000164001
13.3352,13.3323,0.00287854,0.367855,0.000245236,0.000164002
13.4276,13.4248,0.00288012,0.365322,0.000243547,0.000164002
13.5207,13.5178,0.00288169,0.362807,0.000241871,0.000164003
13.6144,13.6116,0.00288327,0.360309,0.000240205,0.000164003
13.7088,13.7059,0.00288485,0.357828,0.000238551,0.000164004
13.8038,13.801,0.00288643,0.355364,0.000236909,0.000164005
13.8995,13.8966,0.00288802,0.352917,0.000235278,0.000164005
13.9959,13.993,0.00288961,0.350488,0.000233658,0.000164006
14.0929,14.09,0.00289121,0.348075,0.000232049,0.000164007
14.1906,14.1877,0.00289281,0.345678,0.000230452,0.000164007
14.2889,14.286,0.00289441,0.343298,0.000228865,0.000164008
14.388,14.3851,0.00289601,0.340934,0.000227289,0.000164008
14.4877,14.4848,0.00289762,0.338587,0.000225724,0.000164009
14.5881,14.5852,0.00289923,0.336256,0.00022417,0.00016401
14.6893,14.6864,0.00290085,0.333941,0.000222627,0.00016401
14.7911,14.7882,0.00290247,0.331642,0.000221094,0.000164011
14.8936,14.8907,0.00290409,0.329358,0.000219572,0.000164012
14.9968,14.9939,0.00290571,0.327091,0.00021806,0.000164013
15.1008,15.0979,0.00290734,0.324839,0.000216559,0.000164013
15.2055,15.2026,0.00290898,0.322602,0.000215068,0.000164014
15.3109,15.308,0.00291061,0.320381,0.000213587,0.000164015
15.417,15.4141,0.00291225,0.318175,0.000212116,0.000164015
15.5239,15.521,0.0029139,0.315985,0.000210656,0.000164016
15.6315,15.6286,0.00291555,0.313809,0.000209206,0.000164017
15.7398,15.7369,0.0029172,0.311649,0.000207765,0.000164018
15.8489,15.846,0.00291885,0.309503,0.000206335,0.000164019
15.9588,15.9559,0.00292051,0.307372,0.000204914,0.000164019
16.0694,16.0665,0.00292218,0.305256,0.000203504,0.00016402
16.1808,16.1779,0.00292385,0.303154,0.000202102,0.000164021
16.293,16.29,0.00292552,0.301067,0.000200711,0.000164022
16.4059,16.403,0.00292719,0.298994,0.000199329,0.000164023
16.5196,16.5167,0.00292887,0.296936,0.000197957,0.000164024
16.6341,16.6312,0.00293056,0.294891,0.000196594,0.000164025
16.7494,16.7465,0.00293225,0.292861,0.00019524,0.000164026
16.8655,16.8626,0.00293394,0.290845,0.000193896,0.000164027
16.9824,16.9795,0.00293564,0.288843,0.000192561,0.000164028
17.1002,17.0972,0.00293734,0.286854,0.000191236,0.000164028
17.2187,17.2157,0.00293904,0.284879,0.000189919,0.00016403
17.338,17.3351,0.00294075,0.282918,0.000188611,0.000164031
17.4582,17.4553,0.00294247,0.28097,0.000187313,0.000164032
17.5792,17.5763,0.00294419,0.279035,0.000186023,0.000164033
17.7011,17.6981,0.00294591,0.277114,0.000184743,0.000164034
17.8238,17.8208,0.00294764,0.275206,0.000183471,0.000164035
17.9473,17.9444,0.00294937,0.273312,0.000182207,0.000164036
18.0717,18.0688,0.00295111,0.27143,0.000180953,0.000164037
18.197,18.1941,0.00295285,0.269561,0.000179707,0.000164038
18.3231,18.3202,0.00295459,0.267705,0.00017847,0.000164039
18.4502,18.4472,0.00295635,0.265862,0.000177241,0.000164041
