p_initial,total_mean,bethe,total_mode,landau_sigma
4.71132,0.00146429,0.00145802,0.00131316,9.56574e-05
4.75821,0.00146529,0.00145895,0.00131401,9.56565e-05
4.80557,0.00146628,0.00145988,0.00131486,9.56556e-05
4.8534,0.00146728,0.00146081,0.0013157,9.56547e-05
4.9017,0.00146827,0.00146174,0.00131655,9.56538e-05
4.95049,0.00146926,0.00146267,0.00131739,9.56529e-05
4.99976,0.00147025,0.0014636,0.00131824,9.5652e-05
5.04952,0.00147125,0.00146452,0.00131908,9.56512e-05
5.09977,0.00147224,0.00146545,0.00131992,9.56504e-05
5.15053,0.00147323,0.00146637,0.00132076,9.56496e-05
5.20179,0.00147422,0.0014673,0.0013216,9.56488e-05
5.25356,0.00147521,0.00146822,0.00132244,9.5648e-05
5.30585,0.0014762,0.00146914,0.00132328,9.56472e-05
5.35866,0.00147719,0.00147006,0.00132412,9.56465e-05
5.41199,0.00147818,0.00147098,0.00132496,9.56458e-05
5.46586,0.00147917,0.0014719,0.0013258,9.56451e-05
5.52026,0.00148016,0.00147281,0.00132663,9.56444e-05
5.5752,0.00148115,0.00147373,0.00132747,9.56437e-05
5.63069,0.00148214,0.00147464,0.0013283,9.5643e-05
5.68673,0.00148313,0.00147556,0.00132914,9.56423e-05
5.74332,0.00148412,0.00147647,0.00132997,9.56417e-05
5.80049,0.0014851,0.00147738,0.0013308,9.56411e-05
5.85822,0.00148609,0.00147829,0.00133163,9.56404e-05
5.91652,0.00148708,0.0014792,0.00133246,9.56398e-05
5.97541,0.00148807,0.00148011,0.00133329,9.56392e-05
6.03488,0.00148905,0.00148102,0.00133412,9.56386e-05
6.09494,0.00149004,0.00148193,0.00133495,9.56381e-05
6.1556,0.00149103,0.00148283,0.00133578,9.56375e-05
6.21687,0.00149201,0.00148374,0.0013366,9.5637e-05
6.27874,0.001493,0.00148464,0.00133743,9.56364e-05
6.34123,0.00149398,0.00148554,0.00133825,9.56359e-05
6.40434,0.00149497,0.00148644,0.00133908,9.56354e-05
6.46809,0.00149595,0.00148734,0.0013399,9.56349e-05
6.53246,0.00149694,0.00148824,0.00134072,9.56344e-05
6.59748,0.00149792,0.00148914,0.00134154,9.56339e-05
6.66314,0.00149891,0.00149004,0.00134236,9.56334e-05
6.72945,0.00149989,0.00149093,0.00134318,9.56329e-05
6.79643,0.00150087,0.00149183,0.001344,9.56324e-05
6.86407,0.00150186,0.00149272,0.00134482,9.5632e-05
6.93239,0.00150284,0.00149361,0.00134563,9.56316e-05
7.00139,0.00150382,0.0014945,0.00134645,9.56311e-05
7.07107,0.0015048,0.00149539,0.00134726,9.56307e-05
7.14144,0.00150578,0.00149628,0.00134808,9.56303e-05
7.21252,0.00150677,0.00149717,0.00134889,9.56299e-05
7.2843,0.00150775,0.00149805,0.0013497,9.56295e-05
7.3568,0.00150873,0.00149894,0.00135051,9.56291e-05
7.43002,0.00150971,0.00149982,0.00135132,9.56287e-05
7.50397,0.00151069,0.0015007,0.00135213,9.56283e-05
7.57866,0.00151167,0.00150158,0.00135294,9.56279e-05
7.65408,0.00151265,0.00150246,0.00135375,9.56276e-05
7.73026,0.00151363,0.00150334,0.00135455,9.56272e-05
7.8072,0.00151461,0.00150422,0.00135536,9.56268e-05
7.8849,0.00151559,0.0015051,0.00135616,9.56265e-05
7.96338,0.00151657,0.00150597,0.00135696,9.56262e-05
8.04264,0.00151836,0.00150685,0.00135789,9.56258e-05
8.12268,0.00151965,0.00150772,0.00135874,9.56255e-05
8.20352,0.00152094,0.00150859,0.00135958,9.56252e-05
8.28517,0.00152224,0.00150946,0.00136043,9.56249e-05
8.36763,0.00152354,0.00151033,0.00136128,9.56246e-05
8.45091,0.00152484,0.0015112,0.00136212,9.56243e-05
8.53502,0.00152614,0.00151206,0.00136297,9.5624e-05
8.61997,0.00152745,0.00151293,0.00136381,9.56237e-05
8.70576,0.00152876,0.00151379,0.00136466,9.56234e-05
8.7924,0.00153008,0.00151465,0.0013655,9.56231e-05
8.87991,0.0015314,0.00151551,0.00136634,9.56229e-05
8.96829,0.00153272,0.00151637,0.00136719,9.56226e-05
9.05755,0.00153404,0.00151723,0.00136803,9.56224e-05
9.1477,0.00153537,0.00151809,0.00136887,9.56221e-05
9.23874,0.0015367,0.00151895,0.00136971,9.56218e-05
9.33069,0.00153804,0.0015198,0.00137056,9.56216e-05
9.42356,0.00153938,0.00152065,0.0013714,9.56214e-05
9.51735,0.00154072,0.00152151,0.00137224,9.56211e-05
9.61207,0.00154207,0.00152236,0.00137308,9.56209e-05
9.70774,0.00154341,0.00152321,0.00137392,9.56207e-05
9.80435,0.00154477,0.00152405,0.00137476,9.56204e-05
9.90193,0.00154612,0.0015249,0.00137559,9.56202e-05
10.0005,0.00154749,0.00152575,0.00137643,9.562e-05
10.1,0.00154885,0.00152659,0.00137727,9.56198e-05
10.2005,0.00155022,0.00152743,0.00137811,9.56196e-05
10.3021,0.00155159,0.00152828,0.00137895,9.56194e-05
10.4046,0.00155297,0.00152912,0.00137978,9.56192e-05
10.5081,0.00155435,0.00152995,0.00138062,9.5619e-05
10.6127,0.00155573,0.00153079,0.00138145,9.56188e-05
10.7184,0.00155712,0.00153163,0.00138229,9.56186e-05
10.825,0.00155851,0.00153246,0.00138313,9.56184e-05
10.9328,0.00155991,0.0015333,0.00138396,9.56183e-05
11.0416,0.00156131,0.00153413,0.00138479,9.56181e-05
11.1515,0.00156272,0.00153496,0.00138563,9.56179e-05
11.2625,0.00156413,0.00153579,0.00138646,9.56178e-05
11.3746,0.00156554,0.00153662,0.0013873,9.56176e-05
11.4878,0.00156696,0.00153745,0.00138813,9.56174e-05
11.6021,0.00156839,0.00153827,0.00138896,9.56173e-05
11.7176,0.00156982,0.0015391,0.00138979,9.56171e-05
11.8342,0.00157125,0.00153992,0.00139063,9.5617e-05
11.952,0.00157269,0.00154074,0.00139146,9.56168e-05
12.0709,0.00157413,0.00154156,0.00139229,9.56167e-05
12.1911,0.00157558,0.00154238,0.00139312,9.56165e-05
12.3124,0.00157703,0.0015432,0.00139395,9.56164e-05
12.4349,0.00157849,0.00154402,0.00139478,9.56162e-05
12.5587,0.00157995,0.00154483,0.00139562,9.56161e-05
12.6837,0.00158142,0.00154564,0.00139645,9.5616e-05
12.8099,0.00158289,0.00154646,0.00139728,9.56158e-05
12.9374,0.00158437,0.00154727,0.00139811,9.56157e-05
13.0662,0.00158585,0.00154808,0.00139894,9.56156e-05
13.1962,0.00158734,0.00154889,0.00139977,9.56155e-05
13.3276,0.00158884,0.00154969,0.0014006,9.56153e-05
13.4602,0.00159034,0.0015505,0.00140143,9.56152e-05
13.5942,0.00159184,0.0015513,0.00140225,9.56151e-05
13.7295,0.00159336,0.00155211,0.00140308,9.5615e-05
13.8661,0.00159487,0.00155291,0.00140391,9.56149e-05
14.0041,0.0015964,0.00155371,0.00140474,9.56148e-05
14.1435,0.00159793,0.00155451,0.00140557,9.56147e-05
14.2843,0.00159946,0.00155531,0.0014064,9.56146e-05
14.4264,0.001601,0.0015561,0.00140723,9.56145e-05
14.57,0.00160255,0.0015569,0.00140806,9.56144e-05
14.715,0.0016041,0.00155769,0.00140888,9.56143e-05
14.8615,0.00160566,0.00155848,0.00140971,9.56142e-05
15.0094,0.00160723,0.00155928,0.00141054,9.56141e-05
15.1588,0.0016088,0.00156007,0.00141137,9.5614e-05
15.3097,0.00161038,0.00156085,0.0014122,9.56139e-05
15.462,0.00161197,0.00156164,0.00141303,9.56138e-05
15.6159,0.00161356,0.00156243,0.00141386,9.56137e-05
15.7713,0.00161516,0.00156321,0.00141468,9.56136e-05
15.9283,0.00161677,0.001564,0.00141551,9.56135e-05
16.0868,0.00161838,0.00156478,0.00141634,9.56135e-05
16.2469,0.00162,0.00156556,0.00141717,9.56134e-05
16.4086,0.00162163,0.00156634,0.001418,9.56133e-05
16.5719,0.00162326,0.00156712,0.00141883,9.56132e-05
16.7369,0.0016249,0.00156789,0.00141966,9.56131e-05
16.9035,0.00162655,0.00156867,0.00142049,9.56131e-05
17.0717,0.00162821,0.00156944,0.00142131,9.5613e-05
17.2416,0.00162988,0.00157022,0.00142214,9.56129e-05
17.4132,0.00163155,0.00157099,0.00142297,9.56129e-05
17.5865,0.00163323,0.00157176,0.0014238,9.56128e-05
17.7615,0.00163491,0.00157253,0.00142463,9.56127e-05
17.9383,0.00163661,0.0015733,0.00142546,9.56127e-05
18.1169,0.00163831,0.00157406,0.00142629,9.56126e-05
18.2972,0.00164002,0.00157483,0.00142712,9.56125e-05
18.4793,0.00164174,0.00157559,0.00142796,9.56125e-05
18.6632,0.00164347,0.00157636,0.00142879,9.56124e-05
18.8489,0.00164521,0.00157712,0.00142962,9.56123e-05
19.0365,0.00164695,0.00157788,0.00143045,9.56123e-05
19.226,0.00164871,0.00157864,0.00143128,9.56122e-05
19.4174,0.00165047,0.00157939,0.00143212,9.56122e-05
19.6106,0.00165224,0.00158015,0.00143295,9.56121e-05
19.8058,0.00165402,0.00158091,0.00143378,9.56121e-05
20.0029,0.00165581,0.00158166,0.00143462,9.5612e-05
20.202,0.00165761,0.00158241,0.00143545,9.56119e-05
20.4031,0.00165942,0.00158316,0.00143629,9.56119e-05
20.6061,0.00166124,0.00158391,0.00143712,9.56119e-05
20.8112,0.00166306,0.00158466,0.00143796,9.56118e-05
21.0183,0.0016649,0.00158541,0.00143879,9.56118e-05
21.2275,0.00166675,0.00158616,0.00143963,9.56117e-05
21.4388,0.0016686,0.0015869,0.00144047,9.56117e-05
21.6522,0.00167047,0.00158765,0.00144131,9.56116e-05
21.8677,0.00167234,0.00158839,0.00144214,9.56116e-05
22.0853,0.00167423,0.00158913,0.00144298,9.56115e-05
22.3051,0.00167613,0.00158987,0.00144382,9.56115e-05
22.5271,0.00167803,0.00159061,0.00144466,9.56114e-05
22.7513,0.00167995,0.00159135,0.0014455,9.56114e-05
22.9778,0.00168188,0.00159209,0.00144635,9.56114e-05
23.2064,0.00168382,0.00159282,0.00144719,9.56113e-05
23.4374,0.00168577,0.00159356,0.00144803,9.56113e-05
23.6707,0.00168773,0.00159429,0.00144888,9.56112e-05
23.9063,0.0016897,0.00159502,0.00144972,9.56112e-05
24.1442,0.00169168,0.00159575,0.00145057,9.56112e-05
24.3845,0.00169368,0.00159648,0.00145141,9.56111e-05
24.6272,0.00169568,0.00159721,0.00145226,9.56111e-05
24.8723,0.0016977,0.00159794,0.00145311,9.56111e-05
25.1198,0.00169973,0.00159867,0.00145396,9.5611e-05
25.3698,0.00170177,0.00159939,0.00145481,9.5611e-05
25.6223,0.00170383,0.00160012,0.00145566,9.5611e-05
25.8774,0.00170589,0.00160084,0.00145651,9.56109e-05
26.1349,0.00170797,0.00160156,0.00145737,9.56109e-05
26.395,0.00171006,0.00160228,0.00145822,9.56109e-05
26.6577,0.00171217,0.001603,0.00145908,9.56108e-05
26.923,0.00171428,0.00160372,0.00145993,9.56108e-05
27.191,0.00171641,0.00160444,0.00146079,9.56108e-05
27.4616,0.00171855,0.00160515,0.00146165,9.56108e-05
27.7349,0.00172071,0.00160587,0.00146251,9.56107e-05
28.011,0.00172288,0.00160658,0.00146337,9.56107e-05
28.2898,0.00172506,0.00160729,0.00146423,9.56107e-05
28.5713,0.00172726,0.00160801,0.00146509,9.56107e-05
28.8557,0.00172947,0.00160872,0.00146596,9.56106e-05
29.1429,0.00173169,0.00160943,0.00146682,9.56106e-05
29.4329,0.00173393,0.00161013,0.00146769,9.56106e-05
29.7259,0.00173619,0.00161084,0.00146856,9.56106e-05
30.0217,0.00173845,0.00161155,0.00146943,9.56105e-05
30.3205,0.00174074,0.00161225,0.0014703,9.56105e-05
30.6223,0.00174303,0.00161296,0.00147117,9.56105e-05
30.927,0.00174535,0.00161366,0.00147205,9.56105e-05
31.2349,0.00174767,0.00161436,0.00147292,9.56104e-05
31.5457,0.00175002,0.00161506,0.0014738,9.56104e-05
31.8597,0.00175237,0.00161576,0.00147468,9.56104e-05
32.1768,0.00175475,0.00161646,0.00147556,9.56104e-05
32.497,0.00175714,0.00161716,0.00147644,9.56104e-05
32.8205,0.00175954,0.00161786,0.00147732,9.56103e-05
33.1471,0.00176197,0.00161855,0.00147821,9.56103e-05
33.477,0.00176441,0.00161925,0.0014791,9.56103e-05
33.8102,0.00176686,0.00161994,0.00147998,9.56103e-05
34.1467,0.00176933,0.00162063,0.00148087,9.56103e-05
34.4866,0.00177182,0.00162133,0.00148177,9.56102e-05
34.8298,0.00177433,0.00162202,0.00148266,9.56102e-05
35.1764,0.00177685,0.00162271,0.00148356,9.56102e-05
35.5265,0.00177939,0.00162339,0.00148445,9.56102e-05
35.8801,0.00178195,0.00162408,0.00148535,9.56102e-05
36.2372,0.00178453,0.00162477,0.00148626,9.56102e-05
36.5979,0.00178712,0.00162545,0.00148716,9.56101e-05
36.9621,0.00178974,0.00162614,0.00148807,9.56101e-05
37.33,0.00179237,0.00162682,0.00148897,9.56101e-05
37.7015,0.00179502,0.00162751,0.00148988,9.56101e-05
38.0768,0.00179769,0.00162819,0.00149079,9.56101e-05
38.4557,0.00180038,0.00162887,0.00149171,9.56101e-05
38.8385,0.00180309,0.00162955,0.00149262,9.561e-05
39.225,0.00180581,0.00163023,0.00149354,9.561e-05
39.6154,0.00180856,0.00163091,0.00149446,9.561e-05
40.0097,0.00181133,0.00163158,0.00149539,9.561e-05
40.4079,0.00181412,0.00163226,0.00149631,9.561e-05
40.8101,0.00181693,0.00163294,0.00149724,9.561e-05
41.2162,0.00181976,0.00163361,0.00149817,9.561e-05
41.6264,0.00182261,0.00163428,0.0014991,9.561e-05
42.0407,0.00182548,0.00163496,0.00150004,9.56099e-05
42.4592,0.00182837,0.00163563,0.00150098,9.56099e-05
42.8817,0.00183128,0.0016363,0.00150192,9.56099e-05
43.3085,0.00183422,0.00163697,0.00150286,9.56099e-05
43.7396,0.00183718,0.00163764,0.0015038,9.56099e-05
44.1749,0.00184016,0.00163831,0.00150475,9.56099e-05
44.6146,0.00184316,0.00163897,0.0015057,9.56099e-05
45.0586,0.00184619,0.00163964,0.00150666,9.56099e-05
45.507,0.00184924,0.0016403,0.00150761,9.56099e-05
45.96,0.00185231,0.00164097,0.00150857,9.56098e-05
46.4174,0.00185541,0.00164163,0.00150954,9.56098e-05
46.8794,0.00185853,0.0016423,0.0015105,9.56098e-05
47.3459,0.00186167,0.00164296,0.00151147,9.56098e-05
47.8172,0.00186484,0.00164362,0.00151244,9.56098e-05
48.2931,0.00186804,0.00164428,0.00151342,9.56098e-05
48.7737,0.00187125,0.00164494,0.00151439,9.56098e-05
49.2591,0.0018745,0.0016456,0.00151537,9.56098e-05
49.7494,0.00187777,0.00164626,0.00151636,9.56098e-05
50.2445,0.00188106,0.00164691,0.00151734,9.56098e-05
50.7446,0.00188438,0.00164757,0.00151834,9.56098e-05
51.2497,0.00188773,0.00164823,0.00151933,9.56098e-05
51.7597,0.0018911,0.00164888,0.00152033,9.56097e-05
52.2749,0.0018945,0.00164954,0.00152133,9.56097e-05
52.7952,0.00189793,0.00165019,0.00152233,9.56097e-05
53.3206,0.00190139,0.00165084,0.00152334,9.56097e-05
53.8513,0.00190487,0.00165149,0.00152435,9.56097e-05
54.3873,0.00190838,0.00165214,0.00152537,9.56097e-05
54.9286,0.00191192,0.00165279,0.00152638,9.56097e-05
55.4752,0.00191549,0.00165344,0.00152741,9.56097e-05
56.0274,0.00191909,0.00165409,0.00152843,9.56097e-05
56.585,0.00192272,0.00165474,0.00152946,9.56097e-05
57.1482,0.00192637,0.00165539,0.0015305,9.56097e-05
57.7169,0.00193006,0.00165603,0.00153153,9.56097e-05
58.2914,0.00193378,0.00165668,0.00153258,9.56097e-05
58.8715,0.00193752,0.00165732,0.00153362,9.56096e-05
59.4575,0.0019413,0.00165797,0.00153467,9.56096e-05
60.0492,0.00194511,0.00165861,0.00153573,9.56096e-05
60.6469,0.00194895,0.00165925,0.00153678,9.56096e-05
61.2505,0.00195283,0.0016599,0.00153785,9.56096e-05
61.8601,0.00195673,0.00166054,0.00153891,9.56096e-05
62.4758,0.00196067,0.00166118,0.00153998,9.56096e-05
63.0976,0.00196464,0.00166182,0.00154106,9.56096e-05
63.7256,0.00196865,0.00166246,0.00154214,9.56096e-05
64.3598,0.00197268,0.0016631,0.00154322,9.56096e-05
65.0004,0.00197676,0.00166373,0.00154431,9.56096e-05
65.6473,0.00198086,0.00166437,0.00154541,9.56096e-05
66.3006,0.00198501,0.00166501,0.00154651,9.56096e-05
66.9605,0.00198918,0.00166564,0.00154761,9.56096e-05
67.627,0.0019934,0.00166628,0.00154872,9.56096e-05
68.3,0.00199765,0.00166691,0.00154983,9.56096e-05
68.9798,0.00200193,0.00166755,0.00155095,9.56096e-05
69.6663,0.00200625,0.00166818,0.00155207,9.56096e-05
70.3597,0.00201061,0.00166881,0.0015532,9.56096e-05
71.06,0.00201501,0.00166944,0.00155434,9.56096e-05
71.7672,0.00201944,0.00167008,0.00155547,9.56095e-05
72.4815,0.00202392,0.00167071,0.00155662,9.56095e-05
73.2029,0.00202843,0.00167134,0.00155777,9.56095e-05
73.9314,0.00203298,0.00167197,0.00155892,9.56095e-05
74.6672,0.00203757,0.00167259,0.00156008,9.56095e-05
75.4104,0.0020422,0.00167322,0.00156125,9.56095e-05
76.1609,0.00204688,0.00167385,0.00156242,9.56095e-05
76.9189,0.00205159,0.00167448,0.0015636,9.56095e-05
77.6845,0.00205634,0.0016751,0.00156478,9.56095e-05
78.4576,0.00206114,0.00167573,0.00156597,9.56095e-05
79.2385,0.00206598,0.00167636,0.00156716,9.56095e-05
80.0272,0.00207086,0.00167698,0.00156836,9.56095e-05
80.8236,0.00207578,0.0016776,0.00156957,9.56095e-05
81.628,0.00208075,0.00167823,0.00157078,9.56095e-05
82.4405,0.00208576,0.00167885,0.001572,9.56095e-05
83.261,0.00209082,0.00167947,0.00157323,9.56095e-05
84.0896,0.00209592,0.00168009,0.00157446,9.56095e-05
84.9266,0.00210107,0.00168072,0.0015757,9.56095e-05
85.7718,0.00210627,0.00168134,0.00157694,9.56095e-05
86.6255,0.00211151,0.00168196,0.00157819,9.56095e-05
87.4876,0.00211679,0.00168258,0.00157945,9.56095e-05
88.3584,0.00212213,0.00168319,0.00158072,9.56095e-05
89.2378,0.00212751,0.00168381,0.00158199,9.56095e-05
90.1259,0.00213295,0.00168443,0.00158326,9.56095e-05
91.0229,0.00213843,0.00168505,0.00158455,9.56095e-05
91.9288,0.00214396,0.00168566,0.00158584,9.56095e-05
92.8438,0.00214954,0.00168628,0.00158714,9.56095e-05
93.7678,0.00215517,0.0016869,0.00158845,9.56095e-05
94.7011,0.00216086,0.00168751,0.00158976,9.56095e-05
95.6436,0.00216659,0.00168813,0.00159108,9.56095e-05
96.5955,0.00217238,0.00168874,0.00159241,9.56095e-05
97.5569,0.00217822,0.00168936,0.00159375,9.56095e-05
98.5278,0.00218412,0.00168997,0.00159509,9.56095e-05
99.5085,0.00219006,0.00169058,0.00159645,9.56094e-05
100.499,0.00219607,0.00169119,0.00159781,9.56094e-05
101.499,0.00220213,0.00169181,0.00159917,9.56094e-05
102.509,0.00220824,0.00169242,0.00160055,9.56094e-05
103.53,0.00221442,0.00169303,0.00160193,9.56094e-05
104.56,0.00222065,0.00169364,0.00160333,9.56094e-05
105.601,0.00222693,0.00169425,0.00160473,9.56094e-05
106.652,0.00223328,0.00169486,0.00160613,9.56094e-05
107.713,0.00223968,0.00169547,0.00160755,9.56094e-05
108.785,0.00224615,0.00169607,0.00160898,9.56094e-05
109.868,0.00225267,0.00169668,0.00161041,9.56094e-05
110.961,0.00225926,0.00169729,0.00161186,9.56094e-05
112.066,0.00226591,0.0016979,0.00161331,9.56094e-05
113.181,0.00227262,0.0016985,0.00161477,9.56094e-05
114.307,0.00227939,0.00169911,0.00161624,9.56094e-05
115.445,0.00228623,0.00169972,0.00161772,9.56094e-05
116.594,0.00229313,0.00170032,0.00161921,9.56094e-05
117.755,0.00230009,0.00170093,0.00162071,9.56094e-05
118.926,0.00230713,0.00170153,0.00162222,9.56094e-05
120.11,0.00231423,0.00170213,0.00162373,9.56094e-05
121.306,0.00232139,0.00170274,0.00162526,9.56094e-05
122.513,0.00232863,0.00170334,0.0016268,9.56094e-05
123.732,0.00233593,0.00170394,0.00162835,9.56094e-05
124.964,0.0023433,0.00170455,0.00162991,9.56094e-05
126.207,0.00235075,0.00170515,0.00163147,9.56094e-05
127.463,0.00235826,0.00170575,0.00163305,9.56094e-05
128.732,0.00236585,0.00170635,0.00163464,9.56094e-05
130.013,0.00237351,0.00170695,0.00163624,9.56094e-05
131.307,0.00238124,0.00170755,0.00163785,9.56094e-05
132.614,0.00238904,0.00170815,0.00163947,9.56094e-05
133.934,0.00239693,0.00170875,0.0016411,9.56094e-05
135.267,0.00240488,0.00170935,0.00164275,9.56094e-05
136.613,0.00241292,0.00170995,0.0016444,9.56094e-05
137.973,0.00242103,0.00171055,0.00164607,9.56094e-05
139.346,0.00242922,0.00171115,0.00164774,9.56094e-05
140.733,0.00243749,0.00171174,0.00164943,9.56094e-05
142.134,0.00244584,0.00171234,0.00165113,9.56094e-05
143.548,0.00245427,0.00171294,0.00165285,9.56094e-05
144.977,0.00246278,0.00171354,0.00165457,9.56094e-05
146.42,0.00247138,0.00171413,0.00165631,9.56094e-05
147.877,0.00248006,0.00171473,0.00165805,9.56094e-05
149.349,0.00248882,0.00171532,0.00165982,9.56094e-05
150.835,0.00249767,0.00171592,0.00166159,9.56094e-05
152.337,0.0025066,0.00171651,0.00166338,9.56094e-05
153.853,0.00251563,0.00171711,0.00166518,9.56094e-05
155.384,0.00252474,0.0017177,0.00166699,9.56094e-05
156.931,0.00253394,0.0017183,0.00166881,9.56094e-05
158.492,0.00254323,0.00171889,0.00167065,9.56094e-05
160.07,0.00255261,0.00171948,0.0016725,9.56094e-05
161.663,0.00256209,0.00172008,0.00167437,9.56094e-05
163.272,0.00257165,0.00172067,0.00167625,9.56094e-05
164.897,0.00258132,0.00172126,0.00167814,9.56094e-05
166.538,0.00259107,0.00172185,0.00168005,9.56094e-05
168.196,0.00260093,0.00172244,0.00168197,9.56094e-05
169.87,0.00261088,0.00172304,0.00168391,9.56094e-05
171.56,0.00262093,0.00172363,0.00168586,9.56094e-05
173.268,0.00263108,0.00172422,0.00168782,9.56094e-05
174.992,0.00264133,0.00172481,0.00168981,9.56094e-05
176.734,0.00265168,0.0017254,0.0016918,9.56094e-05
178.493,0.00266214,0.00172599,0.00169381,9.56094e-05
180.269,0.0026727,0.00172658,0.00169584,9.56094e-05
182.063,0.00268336,0.00172717,0.00169788,9.56094e-05
183.876,0.00269414,0.00172775,0.00169994,9.56094e-05
185.706,0.00270501,0.00172834,0.00170201,9.56094e-05
187.554,0.002716,0.00172893,0.0017041,9.56094e-05
189.42,0.0027271,0.00172952,0.0017062,9.56094e-05
191.306,0.00273831,0.00173011,0.00170833,9.56094e-05
193.21,0.00274963,0.00173069,0.00171047,9.56094e-05
195.133,0.00276107,0.00173128,0.00171262,9.56094e-05
197.075,0.00277262,0.00173187,0.00171479,9.56094e-05
199.036,0.00278428,0.00173245,0.00171698,9.56094e-05
201.017,0.00279607,0.00173304,0.00171919,9.56094e-05
203.018,0.00280797,0.00173363,0.00172142,9.56094e-05
205.038,0.00281999,0.00173421,0.00172366,9.56094e-05
207.079,0.00283214,0.0017348,0.00172592,9.56094e-05
209.14,0.0028444,0.00173538,0.0017282,9.56094e-05
211.222,0.00285679,0.00173597,0.0017305,9.56094e-05
213.324,0.00286931,0.00173655,0.00173281,9.56094e-05
215.447,0.00288195,0.00173714,0.00173515,9.56094e-05
217.591,0.00289473,0.00173772,0.0017375,9.56094e-05
219.757,0.00290763,0.00173831,0.00173987,9.56094e-05
221.944,0.00292066,0.00173889,0.00174227,9.56094e-05
224.153,0.00293383,0.00173947,0.00174468,9.56094e-05
226.384,0.00294713,0.00174006,0.00174711,9.56094e-05
228.637,0.00296056,0.00174064,0.00174956,9.56094e-05
230.913,0.00297413,0.00174122,0.00175204,9.56094e-05
233.211,0.00298784,0.0017418,0.00175453,9.56094e-05
235.532,0.00300169,0.00174239,0.00175704,9.56094e-05
237.876,0.00301569,0.00174297,0.00175958,9.56094e-05
240.244,0.00302982,0.00174355,0.00176214,9.56094e-05
242.635,0.0030441,0.00174413,0.00176471,9.56094e-05
245.049,0.00305853,0.00174471,0.00176731,9.56094e-05
247.488,0.0030731,0.00174529,0.00176994,9.56094e-05
249.952,0.00308783,0.00174587,0.00177258,9.56093e-05
252.439,0.0031027,0.00174646,0.00177525,9.56093e-05
254.952,0.00311773,0.00174704,0.00177794,9.56093e-05
257.489,0.00313291,0.00174762,0.00178065,9.56093e-05
260.052,0.00314825,0.0017482,0.00178339,9.56093e-05
262.64,0.00316375,0.00174878,0.00178614,9.56093e-05
265.254,0.00317941,0.00174936,0.00178893,9.56093e-05
267.894,0.00319523,0.00174993,0.00179174,9.56093e-05
270.56,0.00321121,0.00175051,0.00179457,9.56093e-05
273.253,0.00322736,0.00175109,0.00179742,9.56093e-05
275.973,0.00324367,0.00175167,0.0018003,9.56093e-05
278.719,0.00326016,0.00175225,0.00180321,9.56093e-05
281.493,0.00327681,0.00175283,0.00180614,9.56093e-05
284.295,0.00329364,0.00175341,0.0018091,9.56093e-05
287.124,0.00331064,0.00175398,0.00181208,9.56093e-05
289.982,0.00332782,0.00175456,0.00181509,9.56093e-05
292.868,0.00334518,0.00175514,0.00181813,9.56093e-05
295.783,0.00336271,0.00175572,0.00182119,9.56093e-05
298.727,0.00338043,0.00175629,0.00182429,9.56093e-05
301.7,0.00339834,0.00175687,0.0018274,9.56093e-05
304.703,0.00341643,0.00175745,0.00183055,9.56093e-05
307.735,0.0034347,0.00175803,0.00183372,9.56093e-05
310.798,0.00345317,0.0017586,0.00183693,9.56093e-05
313.891,0.00347183,0.00175918,0.00184016,9.56093e-05
317.016,0.00349069,0.00175975,0.00184342,9.56093e-05
320.171,0.00350974,0.00176033,0.00184671,9.56093e-05
323.357,0.00352899,0.00176091,0.00185003,9.56093e-05
326.576,0.00354845,0.00176148,0.00185338,9.56093e-05
329.826,0.0035681,0.00176206,0.00185676,9.56093e-05
333.108,0.00358797,0.00176263,0.00186017,9.56093e-05
336.424,0.00360803,0.00176321,0.00186361,9.56093e-05
339.772,0.00362831,0.00176378,0.00186708,9.56093e-05
343.154,0.00364881,0.00176436,0.00187059,9.56093e-05
346.569,0.00366951,0.00176493,0.00187413,9.56093e-05
350.018,0.00369044,0.00176551,0.00187769,9.56093e-05
353.502,0.00371158,0.00176608,0.0018813,9.56093e-05
357.02,0.00373295,0.00176665,0.00188493,9.56093e-05
360.574,0.00375454,0.00176723,0.0018886,9.56093e-05
364.162,0.00377635,0.0017678,0.0018923,9.56093e-05
367.787,0.0037984,0.00176837,0.00189604,9.56093e-05
371.447,0.00382067,0.00176895,0.00189981,9.56093e-05
375.144,0.00384318,0.00176952,0.00190362,9.56093e-05
378.878,0.00386593,0.00177009,0.00190746,9.56093e-05
382.649,0.00388892,0.00177067,0.00191134,9.56093e-05
386.457,0.00391215,0.00177124,0.00191525,9.56093e-05
390.303,0.00393562,0.00177181,0.0019192,9.56093e-05
394.188,0.00395934,0.00177239,0.00192319,9.56093e-05
398.111,0.0039833,0.00177296,0.00192721,9.56093e-05
402.073,0.00400753,0.00177353,0.00193128,9.56093e-05
406.075,0.004032,0.0017741,0.00193538,9.56093e-05
410.117,0.00405673,0.00177467,0.00193952,9.56093e-05
414.198,0.00408173,0.00177525,0.00194369,9.56093e-05
418.321,0.00410698,0.00177582,0.00194791,9.56093e-05
422.484,0.00413251,0.00177639,0.00195217,9.56093e-05
426.689,0.0041583,0.00177696,0.00195647,9.56093e-05
