p_initial,p_final,e_loss,x_sigma,dir_sigma,e_sigma
1.84927,0.524769,1.31698,163.57,0.124667,0.00758457
1.86209,0.53634,1.31843,161.377,0.122785,0.00781999
1.87499,0.548002,1.31987,159.236,0.120953,0.00805758
1.88799,0.559758,1.3213,157.144,0.119169,0.00829729
1.90108,0.571533,1.32279,155.109,0.117438,0.0085368
1.91426,0.583481,1.3242,153.11,0.115741,0.0087807
1.92752,0.595527,1.32559,151.156,0.114086,0.00902667
1.94089,0.607672,1.32697,149.244,0.11247,0.00927466
1.95434,0.619917,1.32834,147.372,0.110893,0.00952467
1.96789,0.632264,1.32969,145.54,0.109353,0.00977667
1.98153,0.644713,1.33103,143.746,0.107848,0.0100306
1.99526,0.657267,1.33235,141.989,0.106378,0.0102865
2.00909,0.669927,1.33366,140.267,0.10494,0.0105443
2.02302,0.682692,1.33496,138.579,0.103534,0.010804
2.03704,0.695566,1.33624,136.925,0.102159,0.0110656
2.05116,0.708548,1.3375,135.302,0.100813,0.0113289
2.06538,0.72164,1.33875,133.711,0.0994959,0.0115941
2.0797,0.734843,1.33998,132.149,0.0982065,0.0118611
2.09411,0.748158,1.34119,130.617,0.0969439,0.0121298
2.10863,0.761665,1.34231,129.109,0.0957029,0.0124029
2.12324,0.775208,1.3435,127.633,0.0944914,0.0126751
2.13796,0.788867,1.34466,126.183,0.0933042,0.012949
2.15278,0.802641,1.34581,124.759,0.0921404,0.0132245
2.1677,0.816533,1.34694,123.36,0.0909995,0.0135017
2.18273,0.830544,1.34805,121.986,0.0898809,0.0137805
2.19786,0.844673,1.34914,120.635,0.0887836,0.0140608
2.21309,0.858964,1.35018,119.307,0.0877059,0.0143441
2.22844,0.873336,1.35123,118.002,0.0866499,0.0146275
2.24388,0.88783,1.35227,116.719,0.0856136,0.0149125
2.25944,0.902448,1.35329,115.457,0.0845965,0.0151989
2.2751,0.917191,1.35429,114.216,0.0835981,0.0154867
2.29087,0.932141,1.35519,112.994,0.0826163,0.0157788
2.30675,0.947136,1.35615,111.793,0.0816538,0.0160696
2.32274,0.962259,1.3571,110.612,0.0807084,0.0163617
2.33884,0.977552,1.35798,109.448,0.0797793,0.0166566
2.35505,0.992934,1.35888,108.304,0.0788672,0.0169514
2.37137,1.00845,1.35976,107.177,0.0779709,0.0172475
2.38781,1.02417,1.36054,106.068,0.0770897,0.0175478
2.40436,1.03995,1.36138,104.976,0.0762242,0.0178465
2.42103,1.05586,1.3622,103.9,0.0753735,0.0181464
2.43781,1.07179,1.36311,102.841,0.0745369,0.0184436
2.45471,1.08782,1.36404,101.797,0.0737142,0.0187406
2.47172,1.10397,1.36497,100.769,0.072905,0.019038
2.48886,1.12023,1.3659,99.756,0.072109,0.0193359
2.50611,1.13661,1.36683,98.7573,0.0713256,0.0196341
2.52348,1.15311,1.36775,97.7731,0.0705548,0.0199327
2.54097,1.16973,1.36868,96.8029,0.0697962,0.0202315
2.55859,1.18646,1.36961,95.8461,0.0690492,0.0205307
2.57632,1.20332,1.37053,94.9028,0.068314,0.0208302
2.59418,1.22031,1.37146,93.9725,0.06759,0.0211299
2.61216,1.23741,1.37238,93.0551,0.0668771,0.0214298
2.63027,1.25464,1.3733,92.1502,0.0661748,0.0217299
2.6485,1.272,1.37423,91.2575,0.0654833,0.0220302
2.66686,1.28948,1.37515,90.3768,0.0648019,0.0223306
2.68534,1.30709,1.37607,89.5079,0.0641306,0.0226311
2.70396,1.32483,1.37699,88.6505,0.0634692,0.0229318
2.7227,1.3427,1.3779,87.8043,0.0628173,0.0232325
2.74157,1.36069,1.37882,86.9693,0.062175,0.0235333
2.76058,1.37882,1.37974,86.145,0.0615416,0.0238341
2.77971,1.39708,1.38065,85.3313,0.0609175,0.0241349
2.79898,1.41547,1.38156,84.528,0.0603019,0.0244357
2.81838,1.434,1.38248,83.7349,0.0596951,0.0247365
2.83792,1.45266,1.38339,82.9519,0.0590968,0.0250372
2.85759,1.47146,1.3843,82.1787,0.0585067,0.0253378
2.8774,1.49039,1.38521,81.4151,0.0579247,0.0256383
2.89734,1.50946,1.38611,80.661,0.0573507,0.0259387
2.91743,1.52867,1.38702,79.9161,0.0567843,0.026239
2.93765,1.54802,1.38793,79.1805,0.0562257,0.0265392
2.95801,1.56751,1.38883,78.4537,0.0556745,0.0268391
2.97852,1.58714,1.38973,77.7357,0.0551306,0.0271389
2.99916,1.60692,1.39064,77.0264,0.0545939,0.0274384
3.01995,1.62684,1.39154,76.3256,0.0540643,0.0277377
3.04089,1.6469,1.39243,75.633,0.0535415,0.0280368
3.06196,1.66711,1.39333,74.9487,0.0530256,0.0283356
3.08319,1.68746,1.39423,74.2724,0.0525162,0.0286341
3.10456,1.70797,1.39513,73.6041,0.0520134,0.0289324
3.12608,1.72862,1.39602,72.9436,0.0515171,0.0292303
3.14775,1.74942,1.39691,72.2905,0.0510269,0.0295278
3.16957,1.77037,1.3978,71.6451,0.050543,0.0298251
3.19154,1.79148,1.39869,71.0071,0.0500651,0.0301219
3.21366,1.81274,1.39958,70.3764,0.0495932,0.0304184
3.23594,1.83415,1.40047,69.7528,0.0491271,0.0307145
3.25837,1.85572,1.40136,69.1363,0.0486668,0.0310102
3.28095,1.87744,1.40224,68.5266,0.0482121,0.0313055
3.3037,1.89932,1.40313,67.9238,0.0477629,0.0316003
3.3266,1.92136,1.40401,67.3277,0.0473192,0.0318947
3.34965,1.94356,1.40489,66.7382,0.0468808,0.0321886
3.37287,1.96592,1.40577,66.1552,0.0464478,0.0324821
3.39625,1.98844,1.40665,65.5787,0.0460198,0.032775
3.41979,2.01112,1.40753,65.0084,0.045597,0.0330674
3.4435,2.03397,1.40841,64.4443,0.0451791,0.0333594
3.46737,2.05699,1.40928,63.8863,0.0447662,0.0336508
3.4914,2.08016,1.41015,63.3344,0.0443582,0.0339416
3.5156,2.10351,1.41103,62.7883,0.0439548,0.0342319
3.53997,2.12703,1.4119,62.2482,0.0435562,0.0345217
3.56451,2.15071,1.41277,61.7138,0.0431622,0.0348108
3.58922,2.17457,1.41364,61.185,0.0427727,0.0350994
3.6141,2.1986,1.41451,60.6619,0.0423876,0.0353874
3.63915,2.2228,1.41537,60.1442,0.042007,0.0356747
3.66438,2.24718,1.41624,59.632,0.0416306,0.0359615
3.68978,2.27173,1.4171,59.1251,0.0412585,0.0362476
3.71535,2.29646,1.41796,58.6235,0.0408906,0.0365331
3.74111,2.32137,1.41882,58.1271,0.0405268,0.0368179
3.76704,2.34646,1.41968,57.6358,0.0401671,0.0371021
3.79315,2.37173,1.42054,57.1496,0.0398114,0.0373856
3.81944,2.39718,1.4214,56.6684,0.0394596,0.0376684
3.84592,2.42281,1.42226,56.1921,0.0391117,0.0379505
3.87258,2.44863,1.42311,55.7206,0.0387675,0.038232
3.89942,2.47463,1.42397,55.2539,0.0384272,0.0385127
3.92645,2.50082,1.42482,54.7919,0.0380906,0.0387927
3.95367,2.5272,1.42567,54.3346,0.0377576,0.039072
3.98107,2.55377,1.42652,53.8819,0.0374283,0.0393506
4.00867,2.58053,1.42737,53.4337,0.0371024,0.0396284
4.03645,2.60748,1.42822,52.99,0.03678,0.0399055
4.06443,2.63463,1.42906,52.5507,0.0364611,0.0401818
4.09261,2.66197,1.42991,52.1157,0.0361456,0.0404574
4.12098,2.6895,1.43075,51.685,0.0358334,0.0407322
4.14954,2.71724,1.43159,51.2586,0.0355246,0.0410062
4.1783,2.74517,1.43244,50.8363,0.0352189,0.0412794
4.20727,2.7733,1.43328,50.4182,0.0349165,0.0415519
4.23643,2.80164,1.43412,50.0042,0.0346173,0.0418236
4.2658,2.83018,1.43495,49.5942,0.0343211,0.0420944
4.29536,2.85892,1.43579,49.1881,0.034028,0.0423645
4.32514,2.88787,1.43663,48.786,0.0337381,0.0426337
4.35512,2.91703,1.43746,48.3877,0.033451,0.0429022
4.38531,2.94639,1.4383,47.9934,0.0331669,0.0431698
4.4157,2.97597,1.43913,47.6028,0.0328857,0.0434366
4.44631,3.00575,1.43996,47.2158,0.0326074,0.0437025
4.47713,3.03575,1.44079,46.8326,0.0323319,0.0439676
4.50817,3.06597,1.44162,46.4531,0.0320593,0.0442319
4.53942,3.0964,1.44245,46.0771,0.0317893,0.0444953
4.57088,3.12705,1.44327,45.7047,0.0315221,0.0447578
4.60257,3.15791,1.4441,45.3357,0.0312576,0.0450195
4.63447,3.189,1.44492,44.9703,0.0309957,0.0452804
4.66659,3.22031,1.44575,44.6083,0.0307365,0.0455403
4.69894,3.25184,1.44657,44.2496,0.0304798,0.0457994
4.73151,3.2836,1.44739,43.8944,0.0302257,0.0460576
4.76431,3.31559,1.44821,43.5424,0.0299741,0.046315
4.79733,3.3478,1.44903,43.1936,0.0297249,0.0465714
4.83059,3.38025,1.44985,42.8481,0.0294783,0.046827
4.86407,3.41292,1.45066,42.5058,0.029234,0.0470817
4.89779,3.44583,1.45148,42.1667,0.0289922,0.0473355
4.93174,3.47897,1.45229,41.8307,0.0287527,0.0475884
4.96592,3.51235,1.45311,41.4977,0.0285155,0.0478404
5.00035,3.54597,1.45392,41.1678,0.0282806,0.0480915
5.03501,3.57982,1.45473,40.8409,0.028048,0.0483417
5.06991,3.61392,1.45554,40.5169,0.0278176,0.0485909
5.10505,3.64826,1.45635,40.196,0.0275895,0.0488393
5.14044,3.68285,1.45716,39.8779,0.0273635,0.0490868
5.17607,3.71768,1.45797,39.5627,0.0271398,0.0493333
5.21195,3.75276,1.45877,39.2503,0.0269181,0.0495789
5.24807,3.78809,1.45958,38.9407,0.0266986,0.0498236
5.28445,3.82367,1.46038,38.634,0.0264811,0.0500674
5.32108,3.8595,1.46119,38.33,0.0262657,0.0503102
5.35797,3.89559,1.46199,38.0287,0.0260524,0.0505522
5.39511,3.93193,1.46279,37.7301,0.0258411,0.0507932
5.4325,3.96853,1.46359,37.4341,0.0256317,0.0510332
5.47016,4.0054,1.46439,37.1408,0.0254243,0.0512724
5.50808,4.04252,1.46519,36.85,0.0252188,0.0515106
5.54626,4.07991,1.46598,36.5619,0.0250153,0.0517479
5.5847,4.11757,1.46678,36.2763,0.0248137,0.0519842
5.62341,4.15549,1.46758,35.9932,0.0246139,0.0522196
5.66239,4.19368,1.46837,35.7126,0.024416,0.0524541
5.70164,4.23214,1.46916,35.4344,0.0242199,0.0526876
5.74116,4.27087,1.46996,35.1587,0.0240257,0.0529202
5.78096,4.30988,1.47075,34.8854,0.0238332,0.0531518
5.82103,4.34917,1.47154,34.6145,0.0236425,0.0533825
5.86138,4.38873,1.47233,34.346,0.0234536,0.0536123
5.90201,4.42858,1.47312,34.0797,0.0232663,0.0538411
5.94292,4.46871,1.47391,33.8158,0.0230808,0.054069
5.98412,4.50912,1.47469,33.5542,0.0228969,0.0542959
6.0256,4.54982,1.47548,33.2949,0.0227148,0.0545219
6.06736,4.5908,1.47626,33.0377,0.0225343,0.054747
6.10942,4.63208,1.47705,32.7828,0.0223554,0.0549711
6.15177,4.67365,1.47783,32.5301,0.0221781,0.0551943
6.19441,4.71551,1.47861,32.2796,0.0220025,0.0554165
6.23735,4.75767,1.4794,32.0312,0.0218284,0.0556377
6.28058,4.80013,1.48018,31.7849,0.0216559,0.0558581
6.32412,4.84289,1.48096,31.5407,0.0214849,0.0560775
6.36796,4.88595,1.48174,31.2987,0.0213155,0.0562959
6.4121,4.92932,1.48251,31.0586,0.0211475,0.0565134
6.45654,4.97299,1.48329,30.8207,0.0209811,0.05673
6.5013,5.01698,1.48407,30.5847,0.0208161,0.0569456
6.54636,5.06127,1.48484,30.3507,0.0206526,0.0571602
6.59174,5.10587,1.48562,30.1187,0.0204906,0.057374
6.63743,5.1508,1.48639,29.8887,0.02033,0.0575868
6.68344,5.19603,1.48717,29.6606,0.0201708,0.0577986
6.72977,5.24159,1.48794,29.4344,0.020013,0.0580095
6.77642,5.28747,1.48871,29.2102,0.0198566,0.0582195
6.82339,5.33368,1.48948,28.9878,0.0197015,0.0584285
6.87068,5.38021,1.49025,28.7673,0.0195479,0.0586366
6.91831,5.42707,1.49102,28.5486,0.0193955,0.0588438
6.96627,5.47426,1.49179,28.3317,0.0192445,0.05905
7.01455,5.52178,1.49256,28.1167,0.0190948,0.0592553
7.06318,5.56964,1.49332,27.9034,0.0189464,0.0594596
7.11214,5.61784,1.49409,27.6919,0.0187993,0.0596631
7.16143,5.66637,1.49485,27.4822,0.0186535,0.0598656
7.21107,5.71525,1.49562,27.2742,0.0185089,0.0600671
7.26106,5.76448,1.49638,27.068,0.0183656,0.0602678
7.31139,5.81405,1.49715,26.8634,0.0182235,0.0604675
7.36207,5.86397,1.49791,26.6605,0.0180827,0.0606663
7.4131,5.91424,1.49867,26.4594,0.017943,0.0608641
7.46449,5.96487,1.49943,26.2598,0.0178046,0.0610611
7.51623,6.01585,1.50019,26.0619,0.0176673,0.0612571
7.56833,6.0672,1.50095,25.8656,0.0175312,0.0614522
7.62079,6.1189,1.50171,25.671,0.0173962,0.0616464
7.67361,6.17097,1.50247,25.4779,0.0172625,0.0618397
7.72681,6.22341,1.50322,25.2864,0.0171298,0.062032
7.78037,6.27621,1.50398,25.0965,0.0169983,0.0622235
7.8343,6.32939,1.50474,24.9081,0.0168679,0.062414
7.8886,6.38294,1.50549,24.7213,0.0167386,0.0626036
7.94328,6.43687,1.50625,24.5359,0.0166104,0.0627923
7.99834,6.49118,1.507,24.3521,0.0164833,0.0629801
8.05378,6.54584,1.50778,24.1699,0.0163573,0.0631665
8.10961,6.60089,1.50857,23.9892,0.0162324,0.0633519
8.16582,6.65631,1.50936,23.8099,0.0161085,0.0635362
8.22243,6.71211,1.51017,23.6321,0.0159857,0.0637194
8.27942,6.7683,1.51098,23.4558,0.015864,0.0639017
8.33681,6.82487,1.5118,23.2809,0.0157433,0.0640828
8.3946,6.88183,1.51262,23.1074,0.0156236,0.0642629
8.45279,6.93919,1.51346,22.9353,0.0155048,0.064442
8.51138,6.99694,1.5143,22.7646,0.0153872,0.06462
8.57038,7.05508,1.51516,22.5954,0.0152705,0.064797
8.62979,7.11363,1.51602,22.4274,0.0151547,0.064973
8.6896,7.17258,1.51689,22.2608,0.01504,0.0651479
8.74984,7.23194,1.51777,22.0956,0.0149261,0.0653218
8.81049,7.2917,1.51866,21.9317,0.0148133,0.0654946
8.87156,7.35187,1.51956,21.7691,0.0147014,0.0656665
8.93305,7.41246,1.52047,21.6078,0.0145904,0.0658373
8.99498,7.47346,1.52139,21.4478,0.0144803,0.0660071
9.05733,7.53488,1.52232,21.289,0.0143712,0.0661758
9.12011,7.59673,1.52326,21.1315,0.0142629,0.0663436
9.18333,7.65899,1.52421,20.9753,0.0141555,0.0665102
9.24698,7.72169,1.52517,20.8203,0.014049,0.0666759
9.31108,7.78481,1.52615,20.6666,0.0139434,0.0668406
9.37562,7.84837,1.52713,20.514,0.0138386,0.0670043
9.44061,7.91236,1.52813,20.3626,0.0137347,0.067167
9.50605,7.97679,1.52914,20.2125,0.0136317,0.0673286
9.57194,8.04169,1.53014,20.0635,0.0135294,0.0674896
9.63829,8.10705,1.53114,19.9157,0.013428,0.0676499
9.7051,8.17286,1.53213,19.769,0.0133275,0.0678093
9.77237,8.23914,1.53313,19.6236,0.0132277,0.067968
9.84011,8.30588,1.53413,19.4792,0.0131287,0.0681258
9.90832,8.37309,1.53512,19.336,0.0130306,0.0682828
9.977,8.44077,1.53613,19.1939,0.0129332,0.068439
10.0462,8.50893,1.53713,19.0529,0.0128366,0.0685944
10.1158,8.57756,1.53813,18.913,0.0127408,0.068749
10.1859,8.64668,1.53914,18.7742,0.0126458,0.0689028
10.2565,8.71628,1.54014,18.6365,0.0125515,0.0690558
10.3276,8.78637,1.54115,18.4998,0.012458,0.0692079
10.3992,8.85695,1.54216,18.3642,0.0123652,0.0693593
10.4713,8.92802,1.54317,18.2297,0.0122732,0.0695099
10.5439,8.99959,1.54418,18.0962,0.0121819,0.0696597
10.617,9.07167,1.5452,17.9638,0.0120913,0.0698087
10.6905,9.14425,1.54621,17.8324,0.0120015,0.0699569
10.7647,9.21733,1.54723,17.702,0.0119124,0.0701044
10.8393,9.29093,1.54825,17.5726,0.011824,0.070251
10.9144,9.36505,1.54927,17.4442,0.0117363,0.0703969
10.9901,9.43968,1.55029,17.3168,0.0116493,0.070542
11.0662,9.51484,1.55132,17.1904,0.0115629,0.0706863
11.1429,9.59052,1.55235,17.0649,0.0114773,0.0708299
11.2202,9.66673,1.55337,16.9405,0.0113923,0.0709727
11.298,9.74348,1.5544,16.8169,0.0113081,0.0711148
11.3763,9.82076,1.55543,16.6944,0.0112244,0.071256
11.4551,9.89859,1.55647,16.5728,0.0111415,0.0713966
11.5345,9.97695,1.5575,16.4521,0.0110592,0.0715363
11.6145,10.0559,1.55854,16.3323,0.0109775,0.0716753
11.695,10.1353,1.55958,16.2135,0.0108965,0.0718136
11.7761,10.2154,1.56062,16.0956,0.0108161,0.0719511
11.8577,10.296,1.56166,15.9785,0.0107364,0.0720879
11.9399,10.3771,1.56271,15.8624,0.0106573,0.0722239
12.0226,10.4588,1.56375,15.7472,0.0105788,0.0723592
12.106,10.5411,1.5648,15.6328,0.0105009,0.0724938
12.1899,10.624,1.56585,15.5193,0.0104236,0.0726276
12.2744,10.7074,1.56691,15.4067,0.010347,0.0727607
12.3595,10.7914,1.56796,15.2949,0.0102709,0.0728931
12.4451,10.8761,1.56902,15.184,0.0101954,0.0730248
12.5314,10.9613,1.57008,15.074,0.0101205,0.0731557
12.6183,11.0471,1.57114,14.9647,0.0100462,0.0732859
12.7057,11.1335,1.5722,14.8563,0.00997252,0.0734154
12.7938,11.2205,1.57327,14.7488,0.00989938,0.0735442
12.8825,11.3081,1.57434,14.642,0.0098268,0.0736723
12.9718,11.3963,1.57541,14.5361,0.00975479,0.0737997
13.0617,11.4852,1.57648,14.4309,0.00968333,0.0739264
13.1522,11.5746,1.57755,14.3266,0.00961243,0.0740524
13.2434,11.6647,1.57863,14.223,0.00954208,0.0741776
13.3352,11.7554,1.57971,14.1203,0.00947227,0.0743022
13.4276,11.8468,1.58079,14.0183,0.00940301,0.0744261
13.5207,11.9388,1.58188,13.917,0.00933428,0.0745494
13.6144,12.0314,1.58296,13.8166,0.00926607,0.0746719
13.7088,12.1247,1.58405,13.7169,0.00919841,0.0747937
13.8038,12.2186,1.58515,13.6179,0.00913125,0.0749149
13.8995,12.3132,1.58624,13.5197,0.00906462,0.0750354
13.9959,12.4085,1.58734,13.4223,0.0089985,0.0751552
14.0929,12.5044,1.58844,13.3256,0.00893289,0.0752744
14.1906,12.601,1.58954,13.2296,0.00886778,0.0753929
14.2889,12.6982,1.59064,13.1343,0.00880317,0.0755107
14.388,12.7962,1.59175,13.0397,0.00873907,0.0756278
14.4877,12.8948,1.59286,12.9459,0.00867545,0.0757443
14.5881,12.9941,1.59397,12.8527,0.00861232,0.0758602
14.6893,13.0941,1.59509,12.7603,0.00854967,0.0759754
14.7911,13.1948,1.59621,12.6685,0.00848751,0.0760899
14.8936,13.2962,1.59733,12.5774,0.00842581,0.0762039
14.9968,13.3984,1.59845,12.4871,0.00836459,0.0763171
15.1008,13.5012,1.59958,12.3974,0.00830384,0.0764297
15.2055,13.6047,1.60071,12.3083,0.00824355,0.0765417
15.3109,13.709,1.60184,12.2199,0.00818372,0.076653
15.417,13.814,1.60298,12.1322,0.00812435,0.0767637
15.5239,13.9197,1.60412,12.0452,0.00806543,0.0768738
15.6315,14.0262,1.60526,11.9588,0.00800695,0.0769833
15.7398,14.1334,1.6064,11.873,0.00794893,0.0770921
15.8489,14.2413,1.60755,11.7879,0.00789134,0.0772003
15.9588,14.3501,1.6087,11.7034,0.00783419,0.0773079
16.0694,14.4595,1.60985,11.6195,0.00777748,0.0774149
16.1808,14.5698,1.61101,11.5363,0.00772119,0.0775213
16.293,14.6808,1.61217,11.4537,0.00766534,0.077627
16.4059,14.7925,1.61333,11.3717,0.0076099,0.0777322
16.5196,14.9051,1.6145,11.2903,0.00755488,0.0778367
16.6341,15.0184,1.61567,11.2095,0.00750029,0.0779407
16.7494,15.1326,1.61684,11.1293,0.0074461,0.0780441
16.8655,15.2475,1.61802,11.0497,0.00739232,0.0781468
16.9824,15.3632,1.6192,10.9707,0.00733895,0.078249
17.1002,15.4797,1.62038,10.8923,0.00728598,0.0783506
17.2187,15.5971,1.62157,10.8144,0.00723342,0.0784516
17.338,15.7152,1.62276,10.7372,0.00718124,0.078552
17.4582,15.8342,1.62395,10.6605,0.00712946,0.0786518
17.5792,15.9541,1.62515,10.5844,0.00707807,0.0787511
17.7011,16.0747,1.62635,10.5088,0.00702707,0.0788497
17.8238,16.1962,1.62756,10.4338,0.00697645,0.0789478
17.9473,16.3185,1.62876,10.3594,0.00692621,0.0790454
18.0717,16.4417,1.62998,10.2855,0.00687635,0.0791423
18.197,16.5658,1.63119,10.2121,0.00682686,0.0792387
18.3231,16.6907,1.63241,10.1393,0.00677775,0.0793346
18.4502,16.8165,1.63363,10.067,0.006729,0.0794299
18.578,16.9432,1.63486,9.99527,0.00668061,0.0795246
18.7068,17.0707,1.63609,9.92406,0.00663259,0.0796188
18.8365,17.1991,1.63733,9.85336,0.00658493,0.0797124
18.9671,17.3285,1.63856,9.7832,0.00653763,0.0798055
19.0985,17.4587,1.63981,9.71354,0.00649068,0.079898
19.2309,17.5898,1.64105,9.6444,0.00644407,0.07999
19.3642,17.7219,1.6423,9.57577,0.00639782,0.0800815
19.4984,17.8549,1.64356,9.50763,0.00635192,0.0801724
19.6336,17.9888,1.64482,9.44,0.00630635,0.0802628
19.7697,18.1236,1.64608,9.37287,0.00626112,0.0803526
19.9067,18.2594,1.64735,9.30622,0.00621623,0.0804419
20.0447,18.3961,1.64862,9.24007,0.00617168,0.0805307
20.1837,18.5337,1.64989,9.1744,0.00612746,0.080619
20.3236,18.6724,1.65117,9.10921,0.00608356,0.0807068
20.4644,18.812,1.65246,9.0445,0.00604,0.080794
20.6063,18.9525,1.65375,8.98026,0.00599675,0.0808807
20.7491,19.0941,1.65504,8.9165,0.00595383,0.0809669
20.893,19.2366,1.65634,8.8532,0.00591123,0.0810526
21.0378,19.3801,1.65764,8.79036,0.00586894,0.0811378
21.1836,19.5246,1.65894,8.72798,0.00582696,0.0812225
21.3304,19.6702,1.66026,8.66606,0.0057853,0.0813067
21.4783,19.8167,1.66157,8.60459,0.00574395,0.0813904
21.6272,19.9643,1.66289,8.54356,0.0057029,0.0814736
21.7771,20.1129,1.66422,8.48299,0.00566215,0.0815563
21.928,20.2625,1.66555,8.42284,0.00562171,0.0816385
22.08,20.4131,1.66688,8.36315,0.00558156,0.0817202
22.2331,20.5649,1.66822,8.30389,0.00554172,0.0818014
22.3872,20.7176,1.66956,8.24506,0.00550216,0.0818821
22.5424,20.8715,1.67091,8.18665,0.0054629,0.0819624
22.6986,21.0264,1.67227,8.12868,0.00542393,0.0820422
22.856,21.1823,1.67363,8.07112,0.00538525,0.0821215
23.0144,21.3394,1.67499,8.01398,0.00534685,0.0822003
23.1739,21.4976,1.67636,7.95726,0.00530873,0.0822787
23.3346,21.6568,1.67773,7.90095,0.0052709,0.0823566
23.4963,21.8172,1.67911,7.84504,0.00523334,0.082434
23.6592,21.9787,1.6805,7.78955,0.00519606,0.0825109
23.8232,22.1413,1.68189,7.73446,0.00515905,0.0825874
23.9883,22.305,1.68328,7.67977,0.00512232,0.0826635
24.1546,22.4699,1.68468,7.62547,0.00508585,0.0827391
24.322,22.6359,1.68609,7.57157,0.00504966,0.0828142
24.4906,22.8031,1.6875,7.51806,0.00501373,0.0828889
24.6604,22.9715,1.68892,7.46493,0.00497806,0.0829631
24.8313,23.141,1.69034,7.41219,0.00494266,0.0830369
25.0035,23.3117,1.69177,7.35984,0.00490751,0.0831102
25.1768,23.4836,1.6932,7.30786,0.00487262,0.0831831
25.3513,23.6566,1.69464,7.25626,0.00483799,0.0832555
25.527,23.8309,1.69608,7.20503,0.00480361,0.0833275
25.704,24.0064,1.69753,7.15417,0.00476948,0.0833991
25.8821,24.1831,1.69899,7.10368,0.00473561,0.0834703
26.0615,24.3611,1.70045,7.05355,0.00470198,0.083541
26.2422,24.5402,1.70192,7.00379,0.00466859,0.0836113
26.4241,24.7207,1.7034,6.95438,0.00463545,0.0836811
26.6073,24.9024,1.70488,6.90533,0.00460255,0.0837506
26.7917,25.0853,1.70636,6.85664,0.0045699,0.0838196
26.9774,25.2695,1.70785,6.8083,0.00453748,0.0838882
27.1644,25.455,1.70935,6.76031,0.0045053,0.0839563
27.3527,25.6418,1.71086,6.71266,0.00447335,0.0840241
27.5423,25.8299,1.71237,6.66535,0.00444164,0.0840914
27.7332,26.0193,1.71389,6.61839,0.00441015,0.0841584
27.9254,26.21,1.71541,6.57176,0.0043789,0.0842249
28.119,26.4021,1.71694,6.52547,0.00434787,0.0842911
28.3139,26.5954,1.71848,6.47952,0.00431707,0.0843568
28.5102,26.7901,1.72002,6.43389,0.00428649,0.0844221
28.7078,26.9862,1.72157,6.38859,0.00425614,0.084487
28.9068,27.1837,1.72313,6.34362,0.004226,0.0845515
29.1072,27.3825,1.72469,6.29897,0.00419609,0.0846157
29.3089,27.5827,1.72626,6.25465,0.0041664,0.0846794
